Statistic Label,CensusYear,Sex,Single Year of Age,County and City,UNIT,VALUE
Population,2022,Female,60 years,Tipperary,Number,1055
Population,2022,Female,60 years,Waterford City and County,Number,810
Population,2022,Female,60 years,Westmeath,Number,522
Population,2022,Female,60 years,Wicklow,Number,989
Population,2022,Female,60 years,Wexford,Number,1035
Population,2022,Female,61 years,State,Number,28856
Population,2022,Female,61 years,Cork City and Cork County,Number,3383
Population,2022,Female,61 years,Clare,Number,737
Population,2022,Female,61 years,Cavan,Number,461
Population,2022,Female,61 years,Carlow,Number,350
Population,2022,Female,61 years,Dublin City,Number,2975
Population,2022,Female,61 years,Donegal,Number,996
Population,2022,Female,61 years,Dún Laoghaire-Rathdown,Number,1344
Population,2022,Female,61 years,Fingal,Number,1600
Population,2022,Female,61 years,Galway City,Number,420
Population,2022,Female,61 years,Galway County,Number,1175
Population,2022,Female,61 years,Kildare,Number,1257
Population,2022,Female,61 years,Kilkenny,Number,661
Population,2022,Female,61 years,Kerry,Number,990
Population,2022,Female,61 years,Longford,Number,261
Population,2022,Female,61 years,Louth,Number,788
Population,2022,Female,61 years,Limerick City and County,Number,1139
Population,2022,Female,61 years,Leitrim,Number,214
Population,2022,Female,61 years,Laois,Number,509
Population,2022,Female,61 years,Meath,Number,1085
Population,2022,Female,61 years,Monaghan,Number,383
Population,2022,Female,61 years,Mayo,Number,859
Population,2022,Female,61 years,Offaly,Number,483
Population,2022,Female,61 years,Roscommon,Number,437
Population,2022,Female,61 years,South Dublin,Number,1542
Population,2022,Female,61 years,Sligo,Number,469
Population,2022,Female,61 years,Tipperary,Number,1030
Population,2022,Female,61 years,Waterford City and County,Number,757
Population,2022,Female,61 years,Westmeath,Number,548
Population,2022,Female,61 years,Wicklow,Number,918
Population,2022,Female,61 years,Wexford,Number,1085
Population,2022,Female,62 years,State,Number,27899
Population,2022,Female,62 years,Cork City and Cork County,Number,3160
Population,2022,Female,62 years,Clare,Number,738
Population,2022,Female,62 years,Cavan,Number,445
Population,2022,Female,62 years,Carlow,Number,380
Population,2022,Female,62 years,Dublin City,Number,2866
Population,2022,Female,62 years,Donegal,Number,1033
Population,2022,Female,62 years,Dún Laoghaire-Rathdown,Number,1282
Population,2022,Female,62 years,Fingal,Number,1540
Population,2022,Female,62 years,Galway City,Number,406
Population,2022,Female,62 years,Galway County,Number,1086
Population,2022,Female,62 years,Kildare,Number,1156
Population,2022,Female,62 years,Kilkenny,Number,638
Population,2022,Female,62 years,Kerry,Number,974
Population,2022,Female,62 years,Longford,Number,233
Population,2022,Female,62 years,Louth,Number,706
Population,2022,Female,62 years,Limerick City and County,Number,1196
Population,2022,Female,62 years,Leitrim,Number,200
Population,2022,Female,62 years,Laois,Number,444
Population,2022,Female,62 years,Meath,Number,1065
Population,2022,Female,62 years,Monaghan,Number,347
Population,2022,Female,62 years,Mayo,Number,923
Population,2022,Female,62 years,Offaly,Number,489
Population,2022,Female,62 years,Roscommon,Number,439
Population,2022,Female,62 years,South Dublin,Number,1559
Population,2022,Female,62 years,Sligo,Number,508
Population,2022,Female,62 years,Tipperary,Number,987
Population,2022,Female,62 years,Waterford City and County,Number,735
Population,2022,Female,62 years,Westmeath,Number,517
Population,2022,Female,62 years,Wicklow,Number,873
Population,2022,Female,62 years,Wexford,Number,974
Population,2022,Female,63 years,State,Number,26312
Population,2022,Female,63 years,Cork City and Cork County,Number,3028
Population,2022,Female,63 years,Clare,Number,794
Population,2022,Female,63 years,Cavan,Number,406
Population,2022,Female,63 years,Carlow,Number,316
Population,2022,Female,63 years,Dublin City,Number,2642
Population,2022,Female,63 years,Donegal,Number,982
Population,2022,Female,63 years,Dún Laoghaire-Rathdown,Number,1260
Population,2022,Female,63 years,Fingal,Number,1423
Population,2022,Female,63 years,Galway City,Number,380
Population,2022,Female,63 years,Galway County,Number,1056
Population,2022,Female,63 years,Kildare,Number,1121
Population,2022,Female,63 years,Kilkenny,Number,568
Population,2022,Female,63 years,Kerry,Number,989
Population,2022,Female,63 years,Longford,Number,237
Population,2022,Female,63 years,Louth,Number,659
Population,2022,Female,63 years,Limerick City and County,Number,1046
Population,2022,Female,63 years,Leitrim,Number,211
Population,2022,Female,63 years,Laois,Number,432
Population,2022,Female,63 years,Meath,Number,980
Population,2022,Female,63 years,Monaghan,Number,365
Population,2022,Female,63 years,Mayo,Number,872
Population,2022,Female,63 years,Offaly,Number,443
Population,2022,Female,63 years,Roscommon,Number,415
Population,2022,Female,63 years,South Dublin,Number,1452
Population,2022,Female,63 years,Sligo,Number,396
Population,2022,Female,63 years,Tipperary,Number,930
Population,2022,Female,63 years,Waterford City and County,Number,694
Population,2022,Female,63 years,Westmeath,Number,486
Population,2022,Female,63 years,Wicklow,Number,811
Population,2022,Female,63 years,Wexford,Number,918
Population,2022,Female,64 years,State,Number,26109
Population,2022,Female,64 years,Cork City and Cork County,Number,2975
Population,2022,Female,64 years,Clare,Number,719
Population,2022,Female,64 years,Cavan,Number,412
Population,2022,Female,64 years,Carlow,Number,323
Population,2022,Female,64 years,Dublin City,Number,2624
Population,2022,Female,64 years,Donegal,Number,916
Population,2022,Female,64 years,Dún Laoghaire-Rathdown,Number,1212
Population,2022,Female,64 years,Fingal,Number,1310
Population,2022,Female,64 years,Galway City,Number,373
Population,2022,Female,64 years,Galway County,Number,1075
Population,2022,Female,64 years,Kildare,Number,1084
Population,2022,Female,64 years,Kilkenny,Number,558
Population,2022,Female,64 years,Kerry,Number,1011
Population,2022,Female,64 years,Longford,Number,230
Population,2022,Female,64 years,Louth,Number,658
Population,2022,Female,64 years,Limerick City and County,Number,1109
Population,2022,Female,64 years,Leitrim,Number,211
Population,2022,Female,64 years,Laois,Number,419
Population,2022,Female,64 years,Meath,Number,937
Population,2022,Female,64 years,Monaghan,Number,352
Population,2022,Female,64 years,Mayo,Number,934
Population,2022,Female,64 years,Offaly,Number,405
Population,2022,Female,64 years,Roscommon,Number,454
Population,2022,Female,64 years,South Dublin,Number,1445
Population,2022,Female,64 years,Sligo,Number,438
Population,2022,Female,64 years,Tipperary,Number,974
Population,2022,Female,64 years,Waterford City and County,Number,692
Population,2022,Female,64 years,Westmeath,Number,498
Population,2022,Female,64 years,Wicklow,Number,842
Population,2022,Female,64 years,Wexford,Number,919
Population,2022,Female,65 years,State,Number,25183
Population,2022,Female,65 years,Cork City and Cork County,Number,2782
Population,2022,Female,65 years,Clare,Number,650
Population,2022,Female,65 years,Cavan,Number,406
Population,2022,Female,65 years,Carlow,Number,306
Population,2022,Female,65 years,Dublin City,Number,2545
Population,2022,Female,65 years,Donegal,Number,881
Population,2022,Female,65 years,Dún Laoghaire-Rathdown,Number,1226
Population,2022,Female,65 years,Fingal,Number,1309
Population,2022,Female,65 years,Galway City,Number,383
Population,2022,Female,65 years,Galway County,Number,1039
Population,2022,Female,65 years,Kildare,Number,1040
Population,2022,Female,65 years,Kilkenny,Number,543
Population,2022,Female,65 years,Kerry,Number,926
Population,2022,Female,65 years,Longford,Number,261
Population,2022,Female,65 years,Louth,Number,678
Population,2022,Female,65 years,Limerick City and County,Number,1089
Population,2022,Female,65 years,Leitrim,Number,222
Population,2022,Female,65 years,Laois,Number,419
Population,2022,Female,65 years,Meath,Number,916
Population,2022,Female,65 years,Monaghan,Number,350
Population,2022,Female,65 years,Mayo,Number,856
Population,2022,Female,65 years,Offaly,Number,400
Population,2022,Female,65 years,Roscommon,Number,404
Population,2022,Female,65 years,South Dublin,Number,1450
Population,2022,Female,65 years,Sligo,Number,433
Population,2022,Female,65 years,Tipperary,Number,915
Population,2022,Female,65 years,Waterford City and County,Number,641
Population,2022,Female,65 years,Westmeath,Number,488
Population,2022,Female,65 years,Wicklow,Number,784
Population,2022,Female,65 years,Wexford,Number,841
Population,2022,Female,66 years,State,Number,24662
Population,2022,Female,66 years,Cork City and Cork County,Number,2807
Population,2022,Female,66 years,Clare,Number,704
Population,2022,Female,66 years,Cavan,Number,424
Population,2022,Female,66 years,Carlow,Number,286
Population,2022,Female,66 years,Dublin City,Number,2490
Population,2022,Female,66 years,Donegal,Number,881
Population,2022,Female,66 years,Dún Laoghaire-Rathdown,Number,1166
Population,2022,Female,66 years,Fingal,Number,1300
Population,2022,Female,66 years,Galway City,Number,341
Population,2022,Female,66 years,Galway County,Number,1025
Population,2022,Female,66 years,Kildare,Number,1065
Population,2022,Female,66 years,Kilkenny,Number,492
Population,2022,Female,66 years,Kerry,Number,890
Population,2022,Female,66 years,Longford,Number,220
Population,2022,Female,66 years,Louth,Number,605
Population,2022,Female,66 years,Limerick City and County,Number,1049
Population,2022,Female,66 years,Leitrim,Number,182
Population,2022,Female,66 years,Laois,Number,389
Population,2022,Female,66 years,Meath,Number,872
Population,2022,Female,66 years,Monaghan,Number,293
Population,2022,Female,66 years,Mayo,Number,854
Population,2022,Female,66 years,Offaly,Number,436
Population,2022,Female,66 years,Roscommon,Number,411
Population,2022,Female,66 years,South Dublin,Number,1435
Population,2022,Female,66 years,Sligo,Number,406
Population,2022,Female,66 years,Tipperary,Number,886
Population,2022,Female,66 years,Waterford City and County,Number,652
Population,2022,Female,66 years,Westmeath,Number,463
Population,2022,Female,66 years,Wicklow,Number,794
Population,2022,Female,66 years,Wexford,Number,844
Population,2022,Female,67 years,State,Number,24524
Population,2022,Female,67 years,Cork City and Cork County,Number,2735
Population,2022,Female,67 years,Clare,Number,689
Population,2022,Female,67 years,Cavan,Number,374
Population,2022,Female,67 years,Carlow,Number,291
Population,2022,Female,67 years,Dublin City,Number,2399
Population,2022,Female,67 years,Donegal,Number,911
Population,2022,Female,67 years,Dún Laoghaire-Rathdown,Number,1158
Population,2022,Female,67 years,Fingal,Number,1237
Population,2022,Female,67 years,Galway City,Number,329
Population,2022,Female,67 years,Galway County,Number,999
Population,2022,Female,67 years,Kildare,Number,1098
Population,2022,Female,67 years,Kilkenny,Number,524
Population,2022,Female,67 years,Kerry,Number,944
Population,2022,Female,67 years,Longford,Number,213
Population,2022,Female,67 years,Louth,Number,606
Population,2022,Female,67 years,Limerick City and County,Number,1043
Population,2022,Female,67 years,Leitrim,Number,228
Population,2022,Female,67 years,Laois,Number,380
Population,2022,Female,67 years,Meath,Number,946
Population,2022,Female,67 years,Monaghan,Number,313
Population,2022,Female,67 years,Mayo,Number,864
Population,2022,Female,67 years,Offaly,Number,389
Population,2022,Female,67 years,Roscommon,Number,414
Population,2022,Female,67 years,South Dublin,Number,1403
Population,2022,Female,67 years,Sligo,Number,386
Population,2022,Female,67 years,Tipperary,Number,896
Population,2022,Female,67 years,Waterford City and County,Number,656
Population,2022,Female,67 years,Westmeath,Number,474
Population,2022,Female,67 years,Wicklow,Number,778
Population,2022,Female,67 years,Wexford,Number,847
Population,2022,Female,68 years,State,Number,23018
Population,2022,Female,68 years,Cork City and Cork County,Number,2635
Population,2022,Female,68 years,Clare,Number,648
Population,2022,Female,68 years,Cavan,Number,393
Population,2022,Female,68 years,Carlow,Number,274
Population,2022,Female,68 years,Dublin City,Number,2139
Population,2022,Female,68 years,Donegal,Number,844
Population,2022,Female,68 years,Dún Laoghaire-Rathdown,Number,1112
Population,2022,Female,68 years,Fingal,Number,1213
Population,2022,Female,68 years,Galway City,Number,366
Population,2022,Female,68 years,Galway County,Number,925
Population,2022,Female,68 years,Kildare,Number,952
Population,2022,Female,68 years,Kilkenny,Number,495
Population,2022,Female,68 years,Kerry,Number,864
Population,2022,Female,68 years,Longford,Number,205
Population,2022,Female,68 years,Louth,Number,578
Population,2022,Female,68 years,Limerick City and County,Number,931
Population,2022,Female,68 years,Leitrim,Number,202
Population,2022,Female,68 years,Laois,Number,381
Population,2022,Female,68 years,Meath,Number,824
Population,2022,Female,68 years,Monaghan,Number,309
Population,2022,Female,68 years,Mayo,Number,799
Population,2022,Female,68 years,Offaly,Number,399
Population,2022,Female,68 years,Roscommon,Number,393
Population,2022,Female,68 years,South Dublin,Number,1350
Population,2022,Female,68 years,Sligo,Number,409
Population,2022,Female,68 years,Tipperary,Number,823
Population,2022,Female,68 years,Waterford City and County,Number,585
Population,2022,Female,68 years,Westmeath,Number,438
Population,2022,Female,68 years,Wicklow,Number,675
Population,2022,Female,68 years,Wexford,Number,857
Population,2022,Female,69 years,State,Number,23375
Population,2022,Female,69 years,Cork City and Cork County,Number,2707
Population,2022,Female,69 years,Clare,Number,616
Population,2022,Female,69 years,Cavan,Number,364
Population,2022,Female,69 years,Carlow,Number,311
Population,2022,Female,69 years,Dublin City,Number,2244
Population,2022,Female,69 years,Donegal,Number,863
Population,2022,Female,69 years,Dún Laoghaire-Rathdown,Number,1100
Population,2022,Female,69 years,Fingal,Number,1193
Population,2022,Female,69 years,Galway City,Number,354
Population,2022,Female,69 years,Galway County,Number,941
Population,2022,Female,69 years,Kildare,Number,983
Population,2022,Female,69 years,Kilkenny,Number,523
Population,2022,Female,69 years,Kerry,Number,928
Population,2022,Female,69 years,Longford,Number,221
Population,2022,Female,69 years,Louth,Number,569
Population,2022,Female,69 years,Limerick City and County,Number,1007
Population,2022,Female,69 years,Leitrim,Number,202
Population,2022,Female,69 years,Laois,Number,377
Population,2022,Female,69 years,Meath,Number,836
Population,2022,Female,69 years,Monaghan,Number,296
Population,2022,Female,69 years,Mayo,Number,771
Population,2022,Female,69 years,Offaly,Number,354
Population,2022,Female,69 years,Roscommon,Number,352
Population,2022,Female,69 years,South Dublin,Number,1416
Population,2022,Female,69 years,Sligo,Number,403
Population,2022,Female,69 years,Tipperary,Number,848
Population,2022,Female,69 years,Waterford City and County,Number,616
Population,2022,Female,69 years,Westmeath,Number,448
Population,2022,Female,69 years,Wicklow,Number,722
Population,2022,Female,69 years,Wexford,Number,810
Population,2022,Female,70 years,State,Number,21897
Population,2022,Female,70 years,Cork City and Cork County,Number,2461
Population,2022,Female,70 years,Clare,Number,626
Population,2022,Female,70 years,Cavan,Number,330
Population,2022,Female,70 years,Carlow,Number,245
Population,2022,Female,70 years,Dublin City,Number,2175
Population,2022,Female,70 years,Donegal,Number,803
Population,2022,Female,70 years,Dún Laoghaire-Rathdown,Number,1052
Population,2022,Female,70 years,Fingal,Number,1140
Population,2022,Female,70 years,Galway City,Number,291
Population,2022,Female,70 years,Galway County,Number,900
Population,2022,Female,70 years,Kildare,Number,866
Population,2022,Female,70 years,Kilkenny,Number,491
Population,2022,Female,70 years,Kerry,Number,811
Population,2022,Female,70 years,Longford,Number,189
Population,2022,Female,70 years,Louth,Number,544
Population,2022,Female,70 years,Limerick City and County,Number,964
Population,2022,Female,70 years,Leitrim,Number,179
Population,2022,Female,70 years,Laois,Number,369
Population,2022,Female,70 years,Meath,Number,766
Population,2022,Female,70 years,Monaghan,Number,313
Population,2022,Female,70 years,Mayo,Number,771
Population,2022,Female,70 years,Offaly,Number,366
Population,2022,Female,70 years,Roscommon,Number,361
Population,2022,Female,70 years,South Dublin,Number,1327
Population,2022,Female,70 years,Sligo,Number,357
Population,2022,Female,70 years,Tipperary,Number,832
Population,2022,Female,70 years,Waterford City and County,Number,578
Population,2022,Female,70 years,Westmeath,Number,374
Population,2022,Female,70 years,Wicklow,Number,676
Population,2022,Female,70 years,Wexford,Number,740
Population,2022,Female,71 years,State,Number,21236
Population,2022,Female,71 years,Cork City and Cork County,Number,2477
Population,2022,Female,71 years,Clare,Number,595
Population,2022,Female,71 years,Cavan,Number,340
Population,2022,Female,71 years,Carlow,Number,259
Population,2022,Female,71 years,Dublin City,Number,2042
Population,2022,Female,71 years,Donegal,Number,854
Population,2022,Female,71 years,Dún Laoghaire-Rathdown,Number,1016
Population,2022,Female,71 years,Fingal,Number,1008
Population,2022,Female,71 years,Galway City,Number,302
Population,2022,Female,71 years,Galway County,Number,907
Population,2022,Female,71 years,Kildare,Number,858
Population,2022,Female,71 years,Kilkenny,Number,426
Population,2022,Female,71 years,Kerry,Number,814
Population,2022,Female,71 years,Longford,Number,191
Population,2022,Female,71 years,Louth,Number,542
Population,2022,Female,71 years,Limerick City and County,Number,941
Population,2022,Female,71 years,Leitrim,Number,173
Population,2022,Female,71 years,Laois,Number,305
Population,2022,Female,71 years,Meath,Number,792
Population,2022,Female,71 years,Monaghan,Number,265
Population,2022,Female,71 years,Mayo,Number,777
Population,2022,Female,71 years,Offaly,Number,353
Population,2022,Female,71 years,Roscommon,Number,321
Population,2022,Female,71 years,South Dublin,Number,1307
Population,2022,Female,71 years,Sligo,Number,349
Population,2022,Female,71 years,Tipperary,Number,751
Population,2022,Female,71 years,Waterford City and County,Number,553
Population,2022,Female,71 years,Westmeath,Number,361
Population,2022,Female,71 years,Wicklow,Number,640
Population,2022,Female,71 years,Wexford,Number,717
Population,2022,Female,72 years,State,Number,21159
Population,2022,Female,72 years,Cork City and Cork County,Number,2323
Population,2022,Female,72 years,Clare,Number,636
Population,2022,Female,72 years,Cavan,Number,326
Population,2022,Female,72 years,Carlow,Number,278
Population,2022,Female,72 years,Dublin City,Number,2032
Population,2022,Female,72 years,Donegal,Number,755
Population,2022,Female,72 years,Dún Laoghaire-Rathdown,Number,1076
Population,2022,Female,72 years,Fingal,Number,1107
Population,2022,Female,72 years,Galway City,Number,297
Population,2022,Female,72 years,Galway County,Number,821
Population,2022,Female,72 years,Kildare,Number,881
Population,2022,Female,72 years,Kilkenny,Number,449
Population,2022,Female,72 years,Kerry,Number,787
Population,2022,Female,72 years,Longford,Number,217
Population,2022,Female,72 years,Louth,Number,527
Population,2022,Female,72 years,Limerick City and County,Number,924
Population,2022,Female,72 years,Leitrim,Number,175
Population,2022,Female,72 years,Laois,Number,296
Population,2022,Female,72 years,Meath,Number,735
Population,2022,Female,72 years,Monaghan,Number,294
Population,2022,Female,72 years,Mayo,Number,762
Population,2022,Female,72 years,Offaly,Number,376
Population,2022,Female,72 years,Roscommon,Number,378
Population,2022,Female,72 years,South Dublin,Number,1251
Population,2022,Female,72 years,Sligo,Number,341
Population,2022,Female,72 years,Tipperary,Number,741
Population,2022,Female,72 years,Waterford City and County,Number,571
Population,2022,Female,72 years,Westmeath,Number,374
Population,2022,Female,72 years,Wicklow,Number,678
Population,2022,Female,72 years,Wexford,Number,751
Population,2022,Female,73 years,State,Number,20134
Population,2022,Female,73 years,Cork City and Cork County,Number,2333
Population,2022,Female,73 years,Clare,Number,571
Population,2022,Female,73 years,Cavan,Number,307
Population,2022,Female,73 years,Carlow,Number,228
Population,2022,Female,73 years,Dublin City,Number,2057
Population,2022,Female,73 years,Donegal,Number,767
Population,2022,Female,73 years,Dún Laoghaire-Rathdown,Number,970
Population,2022,Female,73 years,Fingal,Number,1053
Population,2022,Female,73 years,Galway City,Number,285
Population,2022,Female,73 years,Galway County,Number,787
Population,2022,Female,73 years,Kildare,Number,811
Population,2022,Female,73 years,Kilkenny,Number,410
Population,2022,Female,73 years,Kerry,Number,769
Population,2022,Female,73 years,Longford,Number,182
Population,2022,Female,73 years,Louth,Number,518
Population,2022,Female,73 years,Limerick City and County,Number,829
Population,2022,Female,73 years,Leitrim,Number,140
Population,2022,Female,73 years,Laois,Number,281
Population,2022,Female,73 years,Meath,Number,753
Population,2022,Female,73 years,Monaghan,Number,261
Population,2022,Female,73 years,Mayo,Number,666
Population,2022,Female,73 years,Offaly,Number,332
Population,2022,Female,73 years,Roscommon,Number,298
Population,2022,Female,73 years,South Dublin,Number,1145
Population,2022,Female,73 years,Sligo,Number,322
Population,2022,Female,73 years,Tipperary,Number,755
Population,2022,Female,73 years,Waterford City and County,Number,559
Population,2022,Female,73 years,Westmeath,Number,356
Population,2022,Female,73 years,Wicklow,Number,642
Population,2022,Female,73 years,Wexford,Number,747
Population,2022,Female,74 years,State,Number,19177
Population,2022,Female,74 years,Cork City and Cork County,Number,2216
Population,2022,Female,74 years,Clare,Number,536
Population,2022,Female,74 years,Cavan,Number,288
Population,2022,Female,74 years,Carlow,Number,229
Population,2022,Female,74 years,Dublin City,Number,1922
Population,2022,Female,74 years,Donegal,Number,715
Population,2022,Female,74 years,Dún Laoghaire-Rathdown,Number,989
Population,2022,Female,74 years,Fingal,Number,967
Population,2022,Female,74 years,Galway City,Number,279
Population,2022,Female,74 years,Galway County,Number,751
Population,2022,Female,74 years,Kildare,Number,766
Population,2022,Female,74 years,Kilkenny,Number,383
Population,2022,Female,74 years,Kerry,Number,723
Population,2022,Female,74 years,Longford,Number,179
Population,2022,Female,74 years,Louth,Number,538
Population,2022,Female,74 years,Limerick City and County,Number,873
Population,2022,Female,74 years,Leitrim,Number,172
Population,2022,Female,74 years,Laois,Number,278
Population,2022,Female,74 years,Meath,Number,682
Population,2022,Female,74 years,Monaghan,Number,256
Population,2022,Female,74 years,Mayo,Number,626
Population,2022,Female,74 years,Offaly,Number,309
Population,2022,Female,74 years,Roscommon,Number,307
Population,2022,Female,74 years,South Dublin,Number,1008
Population,2022,Female,74 years,Sligo,Number,329
Population,2022,Female,74 years,Tipperary,Number,759
Population,2022,Female,74 years,Waterford City and County,Number,500
Population,2022,Female,74 years,Westmeath,Number,373
Population,2022,Female,74 years,Wicklow,Number,575
Population,2022,Female,74 years,Wexford,Number,649
Population,2022,Female,75 years,State,Number,18294
Population,2022,Female,75 years,Cork City and Cork County,Number,2069
Population,2022,Female,75 years,Clare,Number,551
Population,2022,Female,75 years,Cavan,Number,295
Population,2022,Female,75 years,Carlow,Number,197
Population,2022,Female,75 years,Dublin City,Number,1789
Population,2022,Female,75 years,Donegal,Number,675
Population,2022,Female,75 years,Dún Laoghaire-Rathdown,Number,1043
Population,2022,Female,75 years,Fingal,Number,939
Population,2022,Female,75 years,Galway City,Number,255
Population,2022,Female,75 years,Galway County,Number,712
Population,2022,Female,75 years,Kildare,Number,721
Population,2022,Female,75 years,Kilkenny,Number,377
Population,2022,Female,75 years,Kerry,Number,713
Population,2022,Female,75 years,Longford,Number,180
Population,2022,Female,75 years,Louth,Number,476
Population,2022,Female,75 years,Limerick City and County,Number,810
Population,2022,Female,75 years,Leitrim,Number,133
Population,2022,Female,75 years,Laois,Number,304
Population,2022,Female,75 years,Meath,Number,629
Population,2022,Female,75 years,Monaghan,Number,239
Population,2022,Female,75 years,Mayo,Number,588
Population,2022,Female,75 years,Offaly,Number,317
Population,2022,Female,75 years,Roscommon,Number,289
Population,2022,Female,75 years,South Dublin,Number,978
Population,2022,Female,75 years,Sligo,Number,313
Population,2022,Female,75 years,Tipperary,Number,671
Population,2022,Female,75 years,Waterford City and County,Number,513
Population,2022,Female,75 years,Westmeath,Number,344
Population,2022,Female,75 years,Wicklow,Number,538
Population,2022,Female,75 years,Wexford,Number,636
Population,2022,Female,76 years,State,Number,17665
Population,2022,Female,76 years,Cork City and Cork County,Number,2083
Population,2022,Female,76 years,Clare,Number,498
Population,2022,Female,76 years,Cavan,Number,260
Population,2022,Female,76 years,Carlow,Number,211
Population,2022,Female,76 years,Dublin City,Number,1719
Population,2022,Female,76 years,Donegal,Number,681
Population,2022,Female,76 years,Dún Laoghaire-Rathdown,Number,946
Population,2022,Female,76 years,Fingal,Number,879
Population,2022,Female,76 years,Galway City,Number,276
Population,2022,Female,76 years,Galway County,Number,664
Population,2022,Female,76 years,Kildare,Number,592
Population,2022,Female,76 years,Kilkenny,Number,410
Population,2022,Female,76 years,Kerry,Number,665
Population,2022,Female,76 years,Longford,Number,187
Population,2022,Female,76 years,Louth,Number,506
Population,2022,Female,76 years,Limerick City and County,Number,770
Population,2022,Female,76 years,Leitrim,Number,139
Population,2022,Female,76 years,Laois,Number,288
Population,2022,Female,76 years,Meath,Number,621
Population,2022,Female,76 years,Monaghan,Number,250
Population,2022,Female,76 years,Mayo,Number,573
Population,2022,Female,76 years,Offaly,Number,290
Population,2022,Female,76 years,Roscommon,Number,295
Population,2022,Female,76 years,South Dublin,Number,908
Population,2022,Female,76 years,Sligo,Number,292
Population,2022,Female,76 years,Tipperary,Number,674
Population,2022,Female,76 years,Waterford City and County,Number,511
Population,2022,Female,76 years,Westmeath,Number,300
Population,2022,Female,76 years,Wicklow,Number,552
Population,2022,Female,76 years,Wexford,Number,625
Population,2022,Female,77 years,State,Number,15971
Population,2022,Female,77 years,Cork City and Cork County,Number,1918
Population,2022,Female,77 years,Clare,Number,452
Population,2022,Female,77 years,Cavan,Number,258
Population,2022,Female,77 years,Carlow,Number,188
Population,2022,Female,77 years,Dublin City,Number,1633
Population,2022,Female,77 years,Donegal,Number,585
Population,2022,Female,77 years,Dún Laoghaire-Rathdown,Number,888
Population,2022,Female,77 years,Fingal,Number,783
Population,2022,Female,77 years,Galway City,Number,246
Population,2022,Female,77 years,Galway County,Number,601
Population,2022,Female,77 years,Kildare,Number,601
Population,2022,Female,77 years,Kilkenny,Number,337
Population,2022,Female,77 years,Kerry,Number,596
Population,2022,Female,77 years,Longford,Number,160
Population,2022,Female,77 years,Louth,Number,430
Population,2022,Female,77 years,Limerick City and County,Number,715
Population,2022,Female,77 years,Leitrim,Number,123
Population,2022,Female,77 years,Laois,Number,217
Population,2022,Female,77 years,Meath,Number,543
Population,2022,Female,77 years,Monaghan,Number,191
Population,2022,Female,77 years,Mayo,Number,532
Population,2022,Female,77 years,Offaly,Number,248
Population,2022,Female,77 years,Roscommon,Number,229
Population,2022,Female,77 years,South Dublin,Number,792
Population,2022,Female,77 years,Sligo,Number,277
Population,2022,Female,77 years,Tipperary,Number,630
Population,2022,Female,77 years,Waterford City and County,Number,422
Population,2022,Female,77 years,Westmeath,Number,308
Population,2022,Female,77 years,Wicklow,Number,501
Population,2022,Female,77 years,Wexford,Number,567
Population,2022,Female,78 years,State,Number,14666
Population,2022,Female,78 years,Cork City and Cork County,Number,1661
Population,2022,Female,78 years,Clare,Number,377
Population,2022,Female,78 years,Cavan,Number,217
Population,2022,Female,78 years,Carlow,Number,156
Population,2022,Female,78 years,Dublin City,Number,1581
Population,2022,Female,78 years,Donegal,Number,562
Population,2022,Female,78 years,Dún Laoghaire-Rathdown,Number,867
Population,2022,Female,78 years,Fingal,Number,676
Population,2022,Female,78 years,Galway City,Number,222
Population,2022,Female,78 years,Galway County,Number,558
Population,2022,Female,78 years,Kildare,Number,534
Population,2022,Female,78 years,Kilkenny,Number,307
Population,2022,Female,78 years,Kerry,Number,557
Population,2022,Female,78 years,Longford,Number,121
Population,2022,Female,78 years,Louth,Number,408
Population,2022,Female,78 years,Limerick City and County,Number,633
Population,2022,Female,78 years,Leitrim,Number,122
Population,2022,Female,78 years,Laois,Number,225
Population,2022,Female,78 years,Meath,Number,506
Population,2022,Female,78 years,Monaghan,Number,179
Population,2022,Female,78 years,Mayo,Number,469
Population,2022,Female,78 years,Offaly,Number,231
Population,2022,Female,78 years,Roscommon,Number,231
Population,2022,Female,78 years,South Dublin,Number,782
Population,2022,Female,78 years,Sligo,Number,234
Population,2022,Female,78 years,Tipperary,Number,523
Population,2022,Female,78 years,Waterford City and County,Number,411
Population,2022,Female,78 years,Westmeath,Number,271
Population,2022,Female,78 years,Wicklow,Number,498
Population,2022,Female,78 years,Wexford,Number,547
Population,2022,Female,79 years,State,Number,13938
Population,2022,Female,79 years,Cork City and Cork County,Number,1647
Population,2022,Female,79 years,Clare,Number,379
Population,2022,Female,79 years,Cavan,Number,191
Population,2022,Female,79 years,Carlow,Number,171
Population,2022,Female,79 years,Dublin City,Number,1554
Population,2022,Female,79 years,Donegal,Number,489
Population,2022,Female,79 years,Dún Laoghaire-Rathdown,Number,793
Population,2022,Female,79 years,Fingal,Number,692
Population,2022,Female,79 years,Galway City,Number,208
Population,2022,Female,79 years,Galway County,Number,527
Population,2022,Female,79 years,Kildare,Number,512
Population,2022,Female,79 years,Kilkenny,Number,327
Population,2022,Female,79 years,Kerry,Number,517
Population,2022,Female,79 years,Longford,Number,126
Population,2022,Female,79 years,Louth,Number,374
Population,2022,Female,79 years,Limerick City and County,Number,650
Population,2022,Female,79 years,Leitrim,Number,112
